,Tag,Entity,Count
3033,PERSON,Awolowo,2
2815,PERSON,Tedros Adhanom Ghebreyesus,2
3332,GPE,Colorado,2
1597,PERSON,Tylor Thomas,2
1167,ORGANIZATION,KC Road,2
2821,PERSON,Star Wars,2
1174,ORGANIZATION,Lowcountry,2
1595,PERSON,Music Director,2
2942,PERSON,England,2
1143,ORGANIZATION,Interpol,2
1613,PERSON,Marchetti,2
3039,PERSON,Obafemi Awolowo,2
1118,ORGANIZATION,Telegram,2
1106,ORGANIZATION,JERUSALEM,2
1107,ORGANIZATION,Digital,2
1109,ORGANIZATION,Public,2
1110,ORGANIZATION,AB,2
3373,GPE,Caterpillar,2
1928,PERSON,Pep,2
1114,ORGANIZATION,NFC,2
3369,GPE,Do,2
1117,ORGANIZATION,Dunphe,2
1626,PERSON,Union Finance,2
3353,GPE,Black,2
1119,ORGANIZATION,Supreme Judicial Court,2
1128,ORGANIZATION,Rolling Stones,2
1624,PERSON,Amazon Prime,2
2806,PERSON,Arabia,2
2955,PERSON,Bahrain Grand Prix,2
1133,ORGANIZATION,Alternate Versions,2
1915,PERSON,Joseph Casling,2
3020,PERSON,Degi Biobaragha,2
1136,ORGANIZATION,BirminghamLive,2
2940,PERSON,Digbeth,2
1735,PERSON,Aluminum,2
3251,GPE,Victorian,2
1233,ORGANIZATION,Nations,2
1221,ORGANIZATION,RAF,2
1559,PERSON,Leilani,2
3283,GPE,Scotch,2
1876,PERSON,Royal,2
1873,PERSON,Tehran,2
2839,PERSON,Moff Gideon,2
2840,PERSON,Docks,2
2841,PERSON,Beechwood,2
1761,PERSON,Wilson,2
1867,PERSON,Maputo,2
1218,ORGANIZATION,US Air Force,2
3270,GPE,Series,2
1866,PERSON,Militants,2
1865,PERSON,Sandra,2
1251,ORGANIZATION,PDPs,2
1860,PERSON,Alfred Wedel,2
1546,PERSON,Bloomberg,2
1858,PERSON,Wigan,2
3253,GPE,Nonfarm,2
3252,GPE,New York City,2
1219,ORGANIZATION,RAF Fairford,2
2927,PERSON,Townsend,2
3319,GPE,Strong,2
1194,ORGANIZATION,PA,2
1737,PERSON,Revenue,2
3318,GPE,Source,2
3314,GPE,Podcast,2
3313,GPE,Catfish,2
3311,GPE,Jasper,2
1190,ORGANIZATION,NHS England,2
1191,ORGANIZATION,Crystal Palace,2
3053,PERSON,Letitia Wright,2
3054,PERSON,Shuri,2
3055,PERSON,Wright,2
3288,GPE,WarnerMedia,2
1198,ORGANIZATION,Baggies,2
3303,GPE,Tomorrow,2
1889,PERSON,Sheila,2
1888,PERSON,Leeds City Council,2
2828,PERSON,Sarlacc,2
1746,PERSON,Mr. Market,2
1207,ORGANIZATION,Sheffield United,2
3294,GPE,Korean,2
1752,PERSON,Sears,2
1988,PERSON,Madiba,2
1,ORGANIZATION,GOP,2
3705,GPE,Boice,2
2141,PERSON,Hanukkah,2
3944,GPE,Madeira,2
437,ORGANIZATION,BJP,2
176,ORGANIZATION,DVD,2
2144,PERSON,Lori Van,2
2459,PERSON,Burton Albion,2
3699,GPE,Hafeez,2
646,ORGANIZATION,Council,2
649,ORGANIZATION,Justice,2
653,ORGANIZATION,USDA,2
2362,PERSON,Kim,2
2139,PERSON,Kyle Dilks,2
431,ORGANIZATION,KSITIL,2
2640,PERSON,Romain Grosjean,2
2231,PERSON,Jason,2
2368,PERSON,Tom Seals,2
664,ORGANIZATION,Post Malone,2
280,ORGANIZATION,CV19,2
665,ORGANIZATION,WATCH,2
3945,GPE,Trump,2
3838,GPE,Spencer,2
2657,PERSON,Helga Schmid,2
2159,PERSON,Roberta,2
2615,PERSON,Man,2
2616,PERSON,Bilbrough IV,2
611,ORGANIZATION,LSE,2
3728,GPE,Oklahoma,2
3726,GPE,Indoor,2
2466,PERSON,Mr. Trump,2
2618,PERSON,Chuang,2
2619,PERSON,Brian Mark Lemley Jr.,2
2620,PERSON,Patrik Mathews,2
3837,GPE,Mass,2
3721,GPE,Cambridge,2
622,ORGANIZATION,IHS Markit,2
2621,PERSON,Armed Forces,2
3717,GPE,Queen,2
2623,PERSON,Wisconsin,2
2464,PERSON,Brendan,2
443,ORGANIZATION,Communist Party,2
2628,PERSON,Gallagher,2
4014,FACILITY,Garden Route,2
2641,PERSON,Jon Nicolaisen,2
3686,GPE,Local,2
414,ORGANIZATION,CNY,2
706,ORGANIZATION,Food,2
708,ORGANIZATION,IPSS,2
714,ORGANIZATION,SIMPAC America,2
716,ORGANIZATION,IIOT,2
286,ORGANIZATION,FY22,2
2237,PERSON,Shuaib Manjra,2
415,ORGANIZATION,NEDC,2
3652,GPE,Long,2
3855,GPE,Tunisian,2
282,ORGANIZATION,Q121,2
494,ORGANIZATION,Newcastle United,2
2656,PERSON,Veteran German,2
2113,PERSON,Malone,2
146,ORGANIZATION,Centers,2
4026,FACILITY,Madison Square Garden,2
3859,GPE,Wolverhampton,2
407,ORGANIZATION,XPEV,2
2112,PERSON,Post,2
3662,GPE,Vt,2
3665,GPE,Swansea,2
4018,FACILITY,White,2
700,ORGANIZATION,NCM Biotech,2
672,ORGANIZATION,Central Park,2
674,ORGANIZATION,Sunterra Horticulture,2
2131,PERSON,Profile,2
678,ORGANIZATION,NPA,2
2643,PERSON,Oeystein Olsen,2
2369,PERSON,Atomic Kitten,2
3677,GPE,Toney,2
2125,PERSON,Basic Education,2
165,ORGANIZATION,League,2
425,ORGANIZATION,Singhu,2
424,ORGANIZATION,Delhi,2
3849,GPE,Revolut,2
3669,GPE,Netflix,2
3668,GPE,Serratos,2
160,ORGANIZATION,Leader,2
697,ORGANIZATION,USOTC,2
699,ORGANIZATION,ALKM,2
2471,PERSON,BORIS,2
2350,PERSON,Ziggy Stardust,2
600,ORGANIZATION,Buckingham Palace,2
467,ORGANIZATION,UN,2
2590,PERSON,Toure,2
471,ORGANIZATION,FEP,2
535,ORGANIZATION,SAM,2
468,ORGANIZATION,Natanz,2
3970,GPE,Mozambique,2
3778,GPE,Denmark,2
2331,PERSON,Denver,2
2332,PERSON,Groundhog,2
3824,GPE,Kazadi,2
3771,GPE,Richmond,2
543,ORGANIZATION,Senior,2
233,ORGANIZATION,TBT,2
232,ORGANIZATION,CBS,2
545,ORGANIZATION,ISR Group,2
547,ORGANIZATION,CMMI Institute,2
463,ORGANIZATION,DTM,2
462,ORGANIZATION,IOM Displacement,2
3772,GPE,Mississippi,2
2589,PERSON,Assoa Adou,2
3785,GPE,Veteran,2
525,ORGANIZATION,Africa,2
2588,PERSON,Alassane Ouattara,2
497,ORGANIZATION,ByThe Associated,2
3805,GPE,Groups,2
2316,PERSON,Mar,2
2320,PERSON,Bill Bailey,2
484,ORGANIZATION,Harrogate Borough Council,2
266,ORGANIZATION,NSCLC,2
3819,GPE,Dakota,2
3961,GPE,Giroud,2
3792,GPE,Mexican,2
253,ORGANIZATION,MTV,2
518,ORGANIZATION,Etihad,2
2586,PERSON,Ivory,2
520,ORGANIZATION,Hammers,2
2587,PERSON,Habiba Toure,2
3820,GPE,Lakeville,2
2327,PERSON,Sam Gary,2
523,ORGANIZATION,PSG,2
2481,PERSON,Abdullah,2
3770,GPE,Lemley,2
599,ORGANIZATION,Park,2
3743,GPE,Palace,2
214,ORGANIZATION,GST,2
210,ORGANIZATION,LinkedIn,2
579,ORGANIZATION,News24,2
452,ORGANIZATION,MyWigan,2
207,ORGANIZATION,Hindustan Times Leadership,2
206,ORGANIZATION,YOOX,2
204,ORGANIZATION,Unsung,2
2610,PERSON,Hoops,2
3988,GPE,Glasenberg,2
3769,GPE,Denton,2
202,ORGANIZATION,Assistant,2
3740,GPE,Greek,2
590,ORGANIZATION,Arkansas,2
3739,GPE,Edinburgh,2
2348,PERSON,Open,2
450,ORGANIZATION,Daejeon Central District Court,2
3737,GPE,Rathmannsdorf,2
598,ORGANIZATION,OEMs,2
576,ORGANIZATION,UPDATE,2
2179,PERSON,Ungerer,2
574,ORGANIZATION,Texas Disposal Systems,2
2180,PERSON,Moruleng,2
3768,GPE,Canadian,2
3767,GPE,Elkton,2
2480,PERSON,Civil Aviation Authority,2
558,ORGANIZATION,CAGR,2
2598,PERSON,Custer,2
461,ORGANIZATION,International Organization,2
460,ORGANIZATION,IOM,2
562,ORGANIZATION,Instagram,2
224,ORGANIZATION,Roku,2
458,ORGANIZATION,Van Wezel,2
2221,PERSON,John Adams,2
3759,GPE,Ouattara,2
3758,GPE,Ivorian,2
3757,GPE,Belgium,2
3831,GPE,Wasilla,2
2182,PERSON,Ellen DeGeneres,2
218,ORGANIZATION,No,2
733,ORGANIZATION,Goldman Sachs U.S.,2
409,ORGANIZATION,XPeng,2
2658,PERSON,Schmid,2
2734,PERSON,Ellison,2
362,ORGANIZATION,Most Ridiculous,2
2730,PERSON,Roehl,2
881,ORGANIZATION,MPs,2
2731,PERSON,Kimora Buster,2
883,ORGANIZATION,Tories,2
2732,PERSON,Ellison Buster,2
2289,PERSON,Gersbacher,2
2733,PERSON,Sienna Buster,2
2735,PERSON,Williamson,2
2727,PERSON,Joseph R. Biden,2
2015,PERSON,Mark,2
54,ORGANIZATION,Reds,2
2534,PERSON,Frye,2
890,ORGANIZATION,Billboard,2
2532,PERSON,Newsom,2
322,ORGANIZATION,Confederacy,2
3517,GPE,Calif.,2
355,ORGANIZATION,Galaxy S21,2
2537,PERSON,Edward,2
2726,PERSON,Hill,2
2285,PERSON,Rugby Union,2
855,ORGANIZATION,TNW,2
848,ORGANIZATION,BFI,2
2714,PERSON,Todd Axtell,2
2715,PERSON,Renee Jones,2
4028,FACILITY,Boone Hall Plantation,2
2716,PERSON,District Court,2
4055,LOCATION,Eastern Province,2
2717,PERSON,Joseph Javonte Washington,2
2718,PERSON,Officer Anthony Dean,2
2399,PERSON,Dame,2
2725,PERSON,Marco Holmes,2
3538,GPE,Rohingya,2
2400,PERSON,Judi Dench,2
4060,LOCATION,West African,2
2721,PERSON,Damion,2
2723,PERSON,Killian,2
60,ORGANIZATION,Manchester United,2
871,ORGANIZATION,UVM Medical Center,2
872,ORGANIZATION,NUFC,2
2269,PERSON,Laura Hamilton,2
2739,PERSON,Story,2
72,ORGANIZATION,Blue Devils,2
3906,GPE,Primark,2
912,ORGANIZATION,Pakistan International Airlines,2
913,ORGANIZATION,Aviation Safety Agency,2
2748,PERSON,Dunphe,2
2749,PERSON,Albert Bourla,2
1999,PERSON,Joe,2
920,ORGANIZATION,SNP,2
3499,GPE,Phiri,2
3498,GPE,Johannesburg,2
4084,GSP,Sienna,2
2529,PERSON,Charlotte,2
1997,PERSON,Burgess,2
337,ORGANIZATION,CVR Partners,2
3495,GPE,Creedmoor,2
17,ORGANIZATION,United Oil,2
4,ORGANIZATION,International Monetary Fund,2
935,ORGANIZATION,Kate,2
938,ORGANIZATION,PRINCESS,2
2753,PERSON,Margrethe Vestager,2
2415,PERSON,Brentford,2
344,ORGANIZATION,Tulane,2
895,ORGANIZATION,Consulting Group,2
2412,PERSON,Expert,2
352,ORGANIZATION,RAM,2
3511,GPE,Industrial,2
2282,PERSON,Nick,2
900,ORGANIZATION,McDonald,2
4075,GSP,Consumer,2
348,ORGANIZATION,Charleston,2
903,ORGANIZATION,JOHNSON,2
2745,PERSON,Aldo,2
905,ORGANIZATION,Commons,2
911,ORGANIZATION,Hafeez,2
2746,PERSON,Gazette,2
2003,PERSON,Table Rock Lake,2
2272,PERSON,Cory,2
2747,PERSON,Michael Hussey,2
909,ORGANIZATION,Airbus A320,2
4080,GSP,Johannesburg,2
910,ORGANIZATION,International Airlines,2
3897,GPE,Bottas,2
2290,PERSON,Strictly Come Dancing,2
492,ORGANIZATION,Trotters,2
3551,GPE,Children,2
2090,PERSON,Chahal,2
3931,GPE,Grosjean,2
2386,PERSON,Darlow,2
119,ORGANIZATION,CEOs,2
300,ORGANIZATION,SaaS,2
2247,PERSON,Alexander Hamilton,2
4037,LOCATION,North Sea,2
2079,PERSON,Bhasan Char,2
3928,GPE,Neath,2
393,ORGANIZATION,Minimum Support,2
3870,GPE,Libyan,2
2299,PERSON,Griquas,2
387,ORGANIZATION,Sensors,2
2686,PERSON,Richard Sherman,2
112,ORGANIZATION,Turn Against Each,2
4039,LOCATION,North London,2
3590,GPE,Birmingham,2
799,ORGANIZATION,Cork,2
3616,GPE,Cash,2
2092,PERSON,Kohli,2
106,ORGANIZATION,DELHI,2
2383,PERSON,Dubravka,2
3860,GPE,Sketches,2
139,ORGANIZATION,DXY,2
138,ORGANIZATION,Road,2
3861,GPE,West Bromwich,2
3639,GPE,Plaza,2
3935,GPE,Cornish,2
743,ORGANIZATION,Blue,2
2381,PERSON,Officer Al Gobeille,2
2100,PERSON,Gospel Kazako,2
134,ORGANIZATION,Happy New Year,2
133,ORGANIZATION,Merry Christmas,2
3630,GPE,File,2
3629,GPE,Verizon,2
3628,GPE,Manhattan,2
2096,PERSON,Program,2
3626,GPE,Greeley,2
293,ORGANIZATION,PER,2
108,ORGANIZATION,Mediterranean Dialogue,2
3594,GPE,Fire,2
820,ORGANIZATION,Bear,2
381,ORGANIZATION,NASDAQ,2
2055,PERSON,Amphlett,2
3565,GPE,Midtown,2
79,ORGANIZATION,Syracuse,2
88,ORGANIZATION,FY21,2
2260,PERSON,Aiden,2
4048,LOCATION,South Africa,2
2442,PERSON,Emerson Electric,2
97,ORGANIZATION,Islands,2
3562,GPE,Tokyo,2
3578,GPE,Hanukkah,2
3922,GPE,Romain,2
2512,PERSON,Eddie,2
312,ORGANIZATION,Holdings,2
75,ORGANIZATION,Hurricanes,2
2396,PERSON,Lopez,2
383,ORGANIZATION,AMS,2
303,ORGANIZATION,Hotels,2
73,ORGANIZATION,ACC,2
2066,PERSON,Mkhize,2
2691,PERSON,Shanahan,2
384,ORGANIZATION,MEMS,2
2257,PERSON,Markram,2
2504,PERSON,Leah Dorothy,1
2496,PERSON,Jennifer Mellon,1
2893,PERSON,Regal Cinemas,1
2506,PERSON,Charlie Wyke,1
2517,PERSON,Phil Berger,1
2505,PERSON,Luke O'Nien,1
2894,PERSON,Andrews Road,1
2495,PERSON,Boice,1
2516,PERSON,North Carolina,1
2898,PERSON,Kari Leibowitz,1
2887,PERSON,Gardens,1
2892,PERSON,Next,1
2891,PERSON,Elf,1
2895,PERSON,Anita Floyd,1
2522,PERSON,Davidson College,1
2502,PERSON,Bill Callender,1
2896,PERSON,Floyd,1
2518,PERSON,Brian Fork,1
2520,PERSON,Carolina System,1
2883,PERSON,Air,1
2501,PERSON,Oregon Public Broadcasting,1
2499,PERSON,Clement Beaune,1
2890,PERSON,Ruth Langsford,1
2500,PERSON,Joseph,1
2521,PERSON,Fork,1
2511,PERSON,Terán,1
2884,PERSON,Rodney,1
2497,PERSON,Charles Michel,1
2515,PERSON,Berger RALEIGH,1
2509,PERSON,Rodolfo,1
2508,PERSON,Raquel Terán,1
2519,PERSON,Andrew Tripp,1
2507,PERSON,Wigan Athletic,1
2503,PERSON,Callender,1
2897,PERSON,Rashford,1
2885,PERSON,Zurcher,1
2498,PERSON,Barnier,1
2755,PERSON,Hoslet,1
2899,PERSON,Leibowitz,1
2949,PERSON,Ibanez,1
2957,PERSON,Caglar Soyuncu,1
2956,PERSON,Caglar,1
2443,PERSON,Thomas,1
2444,PERSON,Gryta David Farr,1
2445,PERSON,Mr. Farr,1
2446,PERSON,Farr,1
2954,PERSON,Denbighshire,1
2953,PERSON,Swansea,1
2952,PERSON,Justin Schiller,1
2447,PERSON,Emerson,1
2951,PERSON,Jonathan Joseph,1
2950,PERSON,Anthony Watson,1
2948,PERSON,Galthie,1
2441,PERSON,Marie Hodge Gordon,1
2947,PERSON,Fabien Galthie,1
2946,PERSON,Raphael Ibanez,1
2945,PERSON,Les Bleus,1
2944,PERSON,Autumn Nations,1
2943,PERSON,Wales Cricket Board,1
2448,PERSON,Smyrna,1
2449,PERSON,Brandywine,1
2450,PERSON,School District,1
2941,PERSON,Jack Brabant,1
2939,PERSON,Williams,1
2938,PERSON,Brit Jack Aitken,1
2451,PERSON,Matthew Burrows,1
2958,PERSON,Europa League,1
2440,PERSON,Atlanta,1
2900,PERSON,Robson,1
2430,PERSON,Scooter Braun,1
2423,PERSON,Steele Stevie Nicks,1
2424,PERSON,Fleetwood Mac,1
2972,PERSON,Jennifer,1
2971,PERSON,Dealers,1
2970,PERSON,Tottenham Hotspur,1
2969,PERSON,Luke,1
2426,PERSON,Vivendi,1
2968,PERSON,Paris St Germain,1
2967,PERSON,St Blazey,1
2427,PERSON,Music Group,1
2428,PERSON,Shamrock Capital Advisors,1
2429,PERSON,Taylor Swift,1
2431,PERSON,Swift,1
2959,PERSON,Brendan Rodgers,1
2432,PERSON,Big Machine Label Group LLC,1
2966,PERSON,Martin Richards,1
2433,PERSON,Cody Cruz,1
2965,PERSON,Saltash,1
2964,PERSON,Blazey,1
2434,PERSON,Invalid,1
2963,PERSON,Clive,1
2435,PERSON,Messiah,1
2436,PERSON,Scott Warner,1
2437,PERSON,Cody,1
2960,PERSON,Spurs,1
2438,PERSON,Copped Media,1
2937,PERSON,Lando Norris,1
2936,PERSON,Pierre Gasly,1
2935,PERSON,Kvyat,1
2483,PERSON,Kristjaan Speakman,1
2470,PERSON,Idaho State,1
2472,PERSON,Tory,1
2473,PERSON,Sir Keir Starmer,1
2913,PERSON,Sir Simon Stevens,1
2474,PERSON,Rallies Boosted,1
2912,PERSON,Articles Earlier,1
2475,PERSON,Favor,1
2476,PERSON,Dante Chinni,1
2477,PERSON,Alexandra Phillips,1
2478,PERSON,Mike Graham,1
2479,PERSON,Phillips,1
2482,PERSON,Lee Johnson,1
2911,PERSON,Richard Cowles,1
2934,PERSON,Daniil,1
2484,PERSON,Gus Poyet,1
2485,PERSON,Danny Cowley,1
2486,PERSON,Paul Cook,1
2487,PERSON,Poyet,1
2488,PERSON,Cowley,1
2489,PERSON,Johnson,1
2904,PERSON,Chelsea,1
2490,PERSON,Rubeela Farooqi,1
2491,PERSON,Historian Neil Oliver,1
2492,PERSON,Martin Daubney,1
2493,PERSON,Oliver,1
2901,PERSON,Kari,1
2469,PERSON,Chevy Sonic,1
2467,PERSON,Cann,1
2917,PERSON,Palace,1
2465,PERSON,Julie Bykowicz,1
2452,PERSON,Sussex County,1
2933,PERSON,Grosjean,1
2932,PERSON,Tolga,1
2931,PERSON,Bilic,1
2453,PERSON,Milford,1
2454,PERSON,Paul Pomroy,1
2455,PERSON,Pomroy,1
2930,PERSON,Conor,1
2457,PERSON,Steve Parkin,1
2929,PERSON,Matt Phillips,1
2928,PERSON,Slaven Bilic,1
2926,PERSON,Kieran Gibbs,1
2925,PERSON,Sergio Conceicao,1
2924,PERSON,Dragao,1
2458,PERSON,Andrew Taylor,1
2923,PERSON,Group C,1
2922,PERSON,Her Majesty,1
2921,PERSON,Edinburgh,1
2920,PERSON,Alan Pardew,1
2460,PERSON,Parkin,1
2524,PERSON,Speaker Tim Moore,1
2461,PERSON,Key Events Trump,1
2462,PERSON,Campaign Went Into,1
2919,PERSON,Roberto Di Matteo,1
2463,PERSON,Raked,1
2523,PERSON,Berger,1
2859,PERSON,Dudley,1
2525,PERSON,Bart,1
2674,PERSON,Javier Guzman,1
2660,PERSON,Shows,1
2661,PERSON,Discovery Netflix,1
2662,PERSON,Discovery Blown Away,1
2663,PERSON,Rocket,1
2664,PERSON,Nick Uhas,1
2665,PERSON,Uhas,1
2666,PERSON,Golden,1
2667,PERSON,Young,1
2668,PERSON,Lineman Receives Impressive Award,1
2669,PERSON,Frank Ragnow,1
2670,PERSON,Art Rooney Sportsmanship,1
2671,PERSON,Ragnow Lions,1
2673,PERSON,Andres Manuel Lopez Obrador,1
2795,PERSON,Ozark,1
2692,PERSON,John,1
2675,PERSON,Drazen Jorgic,1
2676,PERSON,Frank Jack Daniel,1
2677,PERSON,Clippers,1
2679,PERSON,Farbod Esnaashari,1
2680,PERSON,Throws Shade,1
2682,PERSON,Neoenergia SA,1
2794,PERSON,Lovecraft Country,1
2683,PERSON,Spain,1
2684,PERSON,Iberdrola SA,1
2685,PERSON,Break Silence,1
2687,PERSON,Future Getty,1
2688,PERSON,Richard,1
2690,PERSON,Kyle Shanahan,1
2797,PERSON,Tiger King,1
2659,PERSON,Brother,1
2798,PERSON,Big Little Lies,1
2799,PERSON,Brunswick Park Trading Estate,1
2638,PERSON,Claire Williams,1
2639,PERSON,Bahrain GP,1
2820,PERSON,Who Shot Liberty Valance,1
2819,PERSON,John Ford,1
2818,PERSON,Tithe Croft,1
2817,PERSON,Tremont Street,1
2816,PERSON,Tedros,1
2814,PERSON,Third Man Records,1
2644,PERSON,Mike,1
2645,PERSON,Manchester,1
2813,PERSON,Jack White,1
2647,PERSON,Peñarol Manchester United,1
2648,PERSON,Ole,1
2649,PERSON,Gunnar Solskjaer,1
2650,PERSON,Louis ST.,1
2811,PERSON,Wartella,1
2810,PERSON,Moamer Kadhafi,1
2653,PERSON,Everton,1
2807,PERSON,Nicolas Sarkozy,1
2654,PERSON,Facebook,1
2805,PERSON,Ziad Takieddine,1
2655,PERSON,Karen Spilka,1
2804,PERSON,Deaths,1
2803,PERSON,Public Health Wales,1
2802,PERSON,Darby Road,1
2801,PERSON,Robert Hevican,1
2800,PERSON,Singh Bhandal,1
2793,PERSON,Best Dance Recording,1
2693,PERSON,Sherm,1
2634,PERSON,Sakhir Grand Prix,1
2743,PERSON,Chandler Jones,1
2777,PERSON,Gim,1
2776,PERSON,Altamont,1
2736,PERSON,Zion,1
2775,PERSON,Charlotte Zwerin,1
2774,PERSON,David Mayles,1
2773,PERSON,Albert Mayles,1
2772,PERSON,Images Fifty,1
2737,PERSON,Ingram,1
2738,PERSON,Brandon,1
2771,PERSON,Michael,1
2740,PERSON,Cameron Jordan,1
2741,PERSON,Falcons,1
2742,PERSON,Matt Ryan,1
2744,PERSON,Aaron Donald,1
2792,PERSON,Shiro,1
2768,PERSON,Reconomy,1
2767,PERSON,Wolverhampton Homes,1
2766,PERSON,Faouzi Mehdi,1
2765,PERSON,Tunis,1
2764,PERSON,Badreddedine,1
2763,PERSON,Daly,1
2762,PERSON,Seb,1
2761,PERSON,Nikolay Storonsky,1
2750,PERSON,Dateline,1
2757,PERSON,Matshidiso Moeti,1
2756,PERSON,Hurdle No,1
2751,PERSON,Lester Holt,1
2752,PERSON,Weeks,1
2778,PERSON,Muscle Shoals,1
2779,PERSON,Honky Tonk Women,1
2728,PERSON,David Teo,1
2780,PERSON,Mick Jagger,1
2694,PERSON,Spotrac,1
2791,PERSON,Limbo,1
2695,PERSON,Been,1
2696,PERSON,Apple Watches,1
2789,PERSON,How Was,1
2788,PERSON,Articles Recommending,1
2697,PERSON,James McDonald,1
2787,PERSON,Google Street View,1
2698,PERSON,Hercules Investments,1
2699,PERSON,Peter Cardillo,1
2700,PERSON,Medha Singh,1
2701,PERSON,Anil D,1
2702,PERSON,Singtel,1
2785,PERSON,Aurora Living Ltd,1
2703,PERSON,Charles Wong,1
2704,PERSON,Grab,1
2705,PERSON,Kingdom,1
2706,PERSON,William F. Wechsler,1
2707,PERSON,Thousands,1
2975,PERSON,Jennifer Psaki,1
2712,PERSON,Hezbollah,1
2713,PERSON,Keith,1
2783,PERSON,Myriam,1
2719,PERSON,Liverpool Crown Court,1
2781,PERSON,Mick,1
2720,PERSON,Kimar Lady K,1
2724,PERSON,T5,1
2637,PERSON,Express,1
2824,PERSON,Bail Organa,1
2526,PERSON,Goodson,1
2563,PERSON,Hanauma,1
2552,PERSON,Creams,1
2553,PERSON,John Lewis,1
2554,PERSON,Andrew,1
2555,PERSON,Maria Mappouridis,1
2865,PERSON,Max Verstappen,1
2556,PERSON,Diana,1
2558,PERSON,Many,1
2559,PERSON,Get,1
2864,PERSON,Red Bull,1
2863,PERSON,Sakhir GP SAKHIR,1
2560,PERSON,Amy Powney,1
2561,PERSON,Johnstons,1
2562,PERSON,Prince Charles,1
2564,PERSON,Lisa Bishop,1
2576,PERSON,Lights,1
2862,PERSON,Ryan,1
2565,PERSON,Hanauma Bay,1
2860,PERSON,Winson Green The Midlands Air Ambulance,1
2566,PERSON,Michele Nekota,1
2567,PERSON,Honolulu,1
2568,PERSON,Kirk Caldwell,1
2569,PERSON,Bishop,1
2570,PERSON,Hours,1
2571,PERSON,Rod Stewart,1
2572,PERSON,Camilla,1
2573,PERSON,Emily Capell,1
2574,PERSON,Emily,1
2754,PERSON,Olivier,1
2869,PERSON,Staff Report,1
2870,PERSON,Photos,1
2871,PERSON,Kevin Lavon Givens,1
2550,PERSON,Cambridge,1
2527,PERSON,Neal Inman,1
2528,PERSON,Moore,1
2530,PERSON,Prince William,1
2882,PERSON,Jim Bernhard,1
2531,PERSON,Captain Mark Phillips,1
2881,PERSON,Shaw Group,1
2533,PERSON,San Joaquin Valley,1
2880,PERSON,Bernhard,1
2879,PERSON,Livingston,1
2536,PERSON,Queen Elizabeth II,1
2878,PERSON,Baton Rouge,1
2538,PERSON,Sour Patch Kids,1
2539,PERSON,Ginger Ale,1
2540,PERSON,Ghirardelli,1
2877,PERSON,Bernhard Capital Partners Management,1
2541,PERSON,Hotter,1
2542,PERSON,Saxonia,1
2543,PERSON,Daniel Schaefer/dpa,1
2544,PERSON,Albrecht Broemme,1
2876,PERSON,Ascension Wastewater Treatment,1
2545,PERSON,Broemme,1
2546,PERSON,Smith Buckingham Palace,1
2547,PERSON,Penny Junor,1
2548,PERSON,Junor,1
2549,PERSON,Philip,1
2873,PERSON,Berkeley County Sheriff Duane Lewis,1
2872,PERSON,Armed Robbery,1
2575,PERSON,Narragansett,1
2577,PERSON,Town Manager,1
2633,PERSON,Ria Hebden,1
2612,PERSON,Lambrew,1
2602,PERSON,Oglala Lakota,1
2843,PERSON,Silverado Canyon,1
2603,PERSON,Nicola,1
2604,PERSON,Leonard,1
2605,PERSON,Scottish,1
2842,PERSON,Santa Ana,1
2606,PERSON,Nicola Sturgeon,1
2607,PERSON,Scots,1
2608,PERSON,Holyrood,1
2838,PERSON,Fennec,1
2837,PERSON,Baby Yoda Grogu,1
2611,PERSON,Maine Hoops,1
2835,PERSON,Season One,1
2833,PERSON,Morrison,1
2578,PERSON,James Tierney,1
2832,PERSON,Timothy Olyphant,1
2613,PERSON,Lenny Holmes,1
2831,PERSON,Related,1
2830,PERSON,Temuera Morrison,1
2829,PERSON,Lucas,1
2827,PERSON,Han,1
2826,PERSON,Cloud City,1
2624,PERSON,Scott C Waring,1
2626,PERSON,Michigan,1
2629,PERSON,Shameless,1
2630,PERSON,Chloe Webb,1
2631,PERSON,William H Macy,1
2825,PERSON,Han Solo,1
2844,PERSON,Edison,1
2601,PERSON,Fall River,1
2845,PERSON,Yoshihide Suga,1
2846,PERSON,Craddock,1
2579,PERSON,Tierney,1
2580,PERSON,Marks,1
2581,PERSON,Spencer,1
2582,PERSON,John Montagu,1
2858,PERSON,Icknield Port Road,1
2583,PERSON,Sandwich,1
2585,PERSON,Moines Register,1
2857,PERSON,A457 Dudley Road,1
2856,PERSON,Dudley Road,1
2855,PERSON,Ivory Coast´s,1
2591,PERSON,French MP,1
2854,PERSON,Nikos Christodoulides,1
2592,PERSON,Alok Sharma,1
2853,PERSON,Bob,1
2852,PERSON,Barefoot,1
2851,PERSON,Barefoot Bob,1
2850,PERSON,Kiwi Robert Scott,1
2593,PERSON,Circuit,1
2594,PERSON,Craig Pfeifle,1
2849,PERSON,Billy,1
2595,PERSON,Matt Brown,1
2596,PERSON,Pfeifle,1
2848,PERSON,Billy Cleaver,1
2847,PERSON,Treorchy,1
2597,PERSON,Custer County,1
2599,PERSON,County,1
2600,PERSON,Pennington,1
2974,PERSON,Dharapak,1
3293,GPE,Sonata,1
2976,PERSON,Jen,1
3749,GPE,Visitor,1
3734,GPE,Gatorade,1
3735,GPE,Hot,1
3736,GPE,Nutella,1
3738,GPE,Broemme,1
3744,GPE,Campaign,1
